"Compound Name","Formula","Mass","RT","CAS ID",HK-2X-P1-A1,HK-2X-P1-A10,HK-2X-P1-A11,HK-2X-P1-A2,HK-2X-P1-A3,HK-2X-P1-A5,HK-2X-P1-A6,HK-2X-P1-A7,HK-2X-P1-A9,HK-2X-P1-B1,HK-2X-P1-B10,HK-2X-P1-B11,HK-2X-P1-B2,HK-2X-P1-B3,HK-2X-P1-B5,HK-2X-P1-B6,HK-2X-P1-B7,HK-2X-P1-B9,HK-2X-P1-C1,HK-2X-P1-C10,HK-2X-P1-C11,HK-2X-P1-C2,HK-2X-P1-C3,HK-2X-P1-C5,HK-2X-P1-C6,HK-2X-P1-C7,HK-2X-P1-C9,HK-2X-P1-D1,HK-2X-P1-D10,HK-2X-P1-D11,HK-2X-P1-D2,HK-2X-P1-D3,HK-2X-P1-D5,HK-2X-P1-D6,HK-2X-P1-D7,HK-2X-P1-D9,HK-2X-P1-E1,HK-2X-P1-E10,HK-2X-P1-E11,HK-2X-P1-E2,HK-2X-P1-E3,HK-2X-P1-E5,HK-2X-P1-E6,HK-2X-P1-E7,HK-2X-P1-E9,HK-2X-P1-F1,HK-2X-P1-F10,HK-2X-P1-F11,HK-2X-P1-F2,HK-2X-P1-F3,HK-2X-P1-F5,HK-2X-P1-F6,HK-2X-P1-F7,HK-2X-P1-F9,HK-2X-P1-G1,HK-2X-P1-G10,HK-2X-P1-G11,HK-2X-P1-G2,HK-2X-P1-G3,HK-2X-P1-G5,HK-2X-P1-G6,HK-2X-P1-G7,HK-2X-P1-G9,HK-2X-P1-H1,HK-2X-P1-H10,HK-2X-P1-H11,HK-2X-P1-H2,HK-2X-P1-H3,HK-2X-P1-H5,HK-2X-P1-H6,HK-2X-P1-H7,HK-2X-P1-H9,BG-2X-P2-A1,BG-2X-P2-A10,BG-2X-P2-A11,BG-2X-P2-A2,BG-2X-P2-A3,BG-2X-P2-A5,BG-2X-P2-A6,BG-2X-P2-A7,BG-2X-P2-A9,BG-2X-P2-B1,BG-2X-P2-B10,BG-2X-P2-B11,BG-2X-P2-B2,BG-2X-P2-B3,BG-2X-P2-B5,BG-2X-P2--B6,BG-2X-P2-B7,BG-2X-P2-B9,BG-2X-P2-C1,BG-2X-P2-C10,BG-2X-P2-C11,BG-2X-P2-C2,BG-2X-P2-C3,BG-2X-P2-C5,BG-2X-P2-C6,BG-2X-P2-C7,BG-2X-P2-C9,BG-2X-P2-D1,BG-2X-P2-D10,BG-2X-P2--D11,BG-2X-P2-D2,BG-2X-P2-D3,BG-2X-P2-D5,BG-2X-P2-D6,BG-2X-P2-D7,BG-2X-P2-D9,BG-2X-P2-E1,BG-2X-P2-E10,BG-2X-P2-E11,BG-2X-P2-E2,BG-2X-P2-E3,BG-2X-P2-E5,BG-2X-P2-E6,BG-2X-P2-E7,BG-2X-P2-E9,BG-2X-P2-F1,BG-2X-P2-F10,BG-2X-P2-F11,BG-2X-P2-F2,BG-2X-P2-F3,BG-2X-P2-F5,BG-2X-P2-F6,BG-2X-P2-F7,BG-2X-P2-F9,BG-2X-P2-G1,BG-2X-P2-G10,BG-2X-P2-G11,BG-2X-P2-G2,BG-2X-P2-G3,BG-2X-P2-G5,BG-2X-P2-G6,BG-2X-P2-G7,BG-2X-P2-G9,BG-2X-P2-H1,BG-2X-P2-H10,BG-2X-P2-H11,BG-2X-P2-H2,BG-2X-P2-H3,BG-2X-P2-H5,BG-2X-P2-H6,BG-2X-P2-H7,BG-2X-P2-H9,D2-2X-P1-A1,D2-2X-P1-A10,D2-2X-P1-A11,D2-2X-P1-A2,D2-2X-P1-A3,D2-2X-P1-A5,D2-2X-P1-A6,D2-2X-P1-A7,D2-2X-P1-A9,D2-2X-P1-B1,D2-2X-P1-B10,D2-2X-P1-B11,D2-2X-P1-B2,D2-2X-P1-B3,D2-2X-P1-B5,D2-2X-P1--B6,D2-2X-P1-B7,D2-2X-P1-B9,D2-2X-P1-C1,D2-2X-P1-C10,D2-2X-P1-C11,D2-2X-P1-C2,D2-2X-P1-C3,D2-2X-P1-C5,D2-2X-P1-C6,D2-2X-P1-C7,D2-2X-P1-C9,D2-2X-P1-D1,D2-2X-P1-D10,D2-2X-P1--D11,D2-2X-P1-D2,D2-2X-P1-D3,D2-2X-P1-D5,D2-2X-P1-D6,D2-2X-P1-D7,D2-2X-P1-D9,D2-2X-P1-E1,D2-2X-P1-E10,D2-2X-P1-E11,D2-2X-P1-E2,D2-2X-P1-E3,D2-2X-P1-E5,D2-2X-P1-E6,D2-2X-P1-E7,D2-2X-P1-E9,D2-2X-P1-F1,D2-2X-P1-F10,D2-2X-P1-F11,D2-2X-P1-F2,D2-2X-P1-F3,D2-2X-P1-F5,D2-2X-P1-F6,D2-2X-P1-F7,D2-2X-P1-F9,D2-2X-P1-G1,D2-2X-P1-G10,D2-2X-P1-G11,D2-2X-P1-G2,D2-2X-P1-G3,D2-2X-P1-G5,D2-2X-P1-G6,D2-2X-P1-G7,D2-2X-P1-G9,D2-2X-P1-H1,D2-2X-P1-H10,D2-2X-P1-H11,D2-2X-P1-H2,D2-2X-P1-H3,D2-2X-P1-H5,D2-2X-P1-H6,D2-2X-P1-H7,D2-2X-P1-H9
,,312.1833,5.91,,,,,,,,,,,,,,,,14150.0425585937,20814.2190856322,19707.931162918,,,,,,,196240.170807464,261258.637107345,212032.789379029,37329.2957336731,,,,,,2651094.43745905,2714443.06008802,1471137.92600561,60346.4477070008,,,,,,11102.6712499695,45983.0833662108,21373.3915527649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3573038.73809575,3816814.53298476,3775932.42873627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3977637.86451215,3927310.62797584,4163131.94071764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,359.1499,4.11,,1667062.52459986,,,1735147.26808991,1779925.75602358,19953.8510002137,,,,9383.0509081726,,,10903.380515625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3410261.01800197,,,3232374.67547161,3084244.92906657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3460201.52455927,,,3316225.72717781,3264752.78765603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,210.1374,2.60,,2837580.53625028,1767158.35253624,1033015.81717594,2257928.4889372,3032381.72305976,2993827.10427432,2861050.43564522,2980633.99219078,880111.156462774,2836041.94477077,1930496.0032996,485963.466522609,2411479.50911405,1474788.95813437,1861873.48107938,1561309.69930617,2245559.79013311,973698.5976883,1877708.64876451,2956241.51433305,1928214.67387065,989126.041987445,2982117.52045545,1501113.92976384,1841626.76524457,785331.408958362,658175.637637117,514002.787690866,1936177.16758582,2391497.81913137,1833165.21094116,1804635.36271368,422878.881441332,2953980.76366769,1935543.14077341,745556.710305422,1831625.17917914,1817142.69396734,1436157.08317141,3084005.62905259,1931797.05944567,394385.702187916,3114028.39590981,1994070.21582715,1858707.47500887,1781068.49616738,1845733.9435878,1787349.7073202,2196365.68033119,2964561.42759678,991165.533600175,1812269.52345414,3069344.45813436,676627.446856636,2865962.06716901,501644.031164005,1603729.11590061,1965993.52929473,976291.067192344,2163949.17374292,961971.617498816,1057833.6117662,928852.957253791,214903.747171388,246208.973903354,288593.211509501,1633679.11863676,2989012.74817121,355862.054691243,2852857.21822624,1245142.06233349,1895472.69786834,3766191.48072889,3647462.14063295,3548749.57548909,3703757.99636963,3516968.34738979,3531965.30179902,3611987.66002815,3535033.50943835,3587992.65753058,3654586.9981869,3467852.73616492,3395297.60271948,3446094.08760382,3408391.38431033,3425242.76098698,3470280.71822856,3383959.7040833,3444049.30000219,3423414.07288828,3399290.14004794,3330261.32412454,3448175.61342471,3350821.14577251,3267007.08205914,3362760.70019391,3306267.73560924,3225781.70458737,3120699.96913111,3338200.50187898,3237256.47030341,3106053.57557693,3265272.43173893,3355089.57919128,3355332.95117062,3359926.68919186,3167668.80117565,3347252.21523704,3362946.99479011,3384792.60020548,3328318.09425538,3386171.22420675,3408690.02461342,3431604.32988227,3341986.51580591,3353391.03463423,3777282.60309909,3329530.42460936,3426602.19964774,3554703.91660664,3554553.06386807,3509070.83361249,3526358.5737579,3287877.64755959,3415007.33749415,3578112.62371659,3184253.28513432,3380128.26072081,3593846.90464524,3566060.25339715,3465102.53032188,3493475.32970119,3426478.8072592,3570497.49437972,3607850.32267807,3552492.54660386,3184962.94663395,3482306.26483768,3522631.36359456,3539260.27998803,3579788.98655073,5865583.01990881,3508503.24308923,3946380.06988791,3905925.8503144,3916418.09930028,3837678.25925429,3826349.75023702,3859320.58218916,3782036.46458775,3860468.00517239,3734724.90933917,3906303.74135663,3796479.63781129,3799908.31322663,3801274.48107565,3787125.30262395,3766715.13228305,3662836.9664099,3866491.67935895,3783302.28076081,3421956.87837855,3340788.67577945,3409088.12724783,3396204.01808435,3292849.94543821,5684219.05966504,3288425.57547138,3463481.82402474,3317954.52689067,3692548.03695336,3628973.67560845,3664219.33852548,3623890.59578398,3573242.89239385,3649551.76217482,3596904.71422078,3730501.97053429,3607123.45370348,3631908.62154269,3828533.38880447,3680774.59231612,3596270.18083426,3595007.21587185,3628731.36040132,3506487.7544024,3642770.53112107,3545207.67123043,3834327.01827807,3823917.08993533,3868483.58029094,3821196.14683792,3790937.82594733,3865929.64357919,3699306.67650814,3761966.11026769,3825676.78916529,3692691.50296714,3689709.28023565,3734594.22459135,3648865.29946787,3622495.37938569,3573152.5262166,3575467.62487408,3661323.28581513,3704278.28123317,3765538.53677484,3754739.07134327,3857499.81209362,3855703.37979338,3821977.37818179,3852142.620997,3731356.23598898,3831550.00006044,3773987.43878878
,,514.4057,14.58,,,,,,,,,5679.46517004388,5621.59044726556,,,10159.5205385898,11744.6385528814,,,4798.09081576542,,,,,,,4985.50306799316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1873065.3168526,2171033.97114437,,,,,3153564.14670575,2415672.22632592,2642288.79228222,1451365.80863504,4228841.8227998,2614013.64664731,1854741.00613688,1993067.80996167,2490920.93776797,2207638.31514645,1868058.80226343,1511170.76906406,1182994.74238225,1231952.00819295,1448181.00111766,1354452.58151343,1554606.9548947,1577813.65355396,1249272.91883267,1304824.79638379,1304064.84138849,850267.949203855,932705.970607127,1163609.6008168,1137762.12533338,1112719.59894702,1102259.10196677,958253.671227902,910077.084634614,956471.301455809,923046.097827027,1167389.33383136,993874.767559954,896028.771547118,930644.892307861,1007033.97585779,1014330.15223248,1060159.80315251,1115749.02341394,875949.883370743,921657.827971405,1021554.31812129,1018084.45960367,964517.708628253,1062527.54562482,977456.222052017,984098.111241335,855125.228753968,1633491.29038422,1508692.14802558,989692.693185427,1779211.16464137,1010477.84210341,1112085.06769177,1118563.14949963,1148304.79160523,1103479.96068872,1348604.95976515,1422345.99284235,1145681.87303608,1125978.36176775,,,1037797.73349684,1163193.73870282,2469338.18772632,1167646.21472485,1310025.26770181,,1804381.82653003,1574651.41518122,,1888237.51666639,1509204.26318079,1276905.3587996,1021968.03925842,1391219.39277823,1208251.00968322,837854.130477601,831778.517597044,1113247.53717801,1004512.61269372,1058885.73564201,1040015.14003116,979877.767548531,1053034.48862137,1045428.05875885,1020321.07625595,1020940.16213507,1070924.48240341,855139.282226807,1018098.25618216,1080044.01942538,1021813.54604736,1019840.90235809,1212700.38754867,1133068.36922164,1133240.67790649,1170683.03326141,1004168.43241821,994984.701204833,1134410.31949472,950915.909507753,168305.796781841,1024274.46377016,1038414.04529291,924645.751178221,970187.786673828,940352.754829469,987016.664005845,1158958.98887556,1154197.96545913,1222310.09629016,1116558.51572716,1103590.32894894,1145674.43016541,1201057.81539286,1050471.24064079,1170663.84564764,1277243.12727348,1093220.25870178,1134585.87168479,1311187.3623844,1359245.75235453,1116182.58145401,1163418.00899785,1054603.71094147,1012315.43371753,1064549.830451,1143554.1015912,1182532.84697778,1147362.57406497,993741.090790544,1029686.70334854,1028089.78564524,913607.874206605,999468.64237848
,,707.5042,13.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008623.76852605,472489.735197434,,,,,,1194664.18309883,1790868.48171236,2254457.11459852,1807671.59106551,1935169.62496819,1836982.60874403,1821705.436358,1771023.02208088,1721049.28620592,2013905.5613719,1299273.67804644,2097185.9540863,2128491.77553294,2257744.70929238,2123350.13432094,2162177.9942406,1819981.77831923,1442411.18092517,2099899.16595943,1791592.71649583,1938645.45428896,1955516.2654236,2249658.07827021,2340792.94674077,2444542.40787474,1868363.59735295,1612452.75004246,2107382.45346392,1984742.69688478,1963081.00538075,2014658.80840465,2055677.58018746,2108403.40426011,1888839.96581199,1995027.94644708,1998773.9561873,2121291.12547118,2094135.63839505,2164029.5746461,2023167.42401994,2038767.10844742,2182664.17568233,2043685.1089663,28938.1910532083,2076413.70109339,2106243.95009054,1735791.44178399,1610803.45030138,49515.0725475509,2071390.26908475,2033425.29668806,1878829.37933787,1851775.7152563,1820115.18714797,57975.6791282837,1348562.16710864,2061363.2328465,1581828.11357257,1885695.10400215,2106887.17571395,2014930.32879034,2022052.78522599,528623.77228683,545482.281176782,697226.861478771,3691951.73523046,3058172.52260692,481098.445135055,2102226.43800221,567850.382824006,1386048.04178694,1824959.96341655,995813.74217518,3952187.55826244,3194552.09067547,3042807.3399873,3679266.86143318,3495200.0075662,3324040.03081958,3104088.87697247,2964277.584695,3407059.56415648,2114673.20964857,2694672.57498567,2726282.03603131,3299596.55915939,3147631.25557607,3134316.91978751,2650050.01114354,1770949.74492659,2867489.46159775,2295183.44633682,2968519.95776422,3278511.6155218,3105992.72871012,2973767.19022977,3236491.41498955,2484494.06744871,1916701.68211639,2709836.2845496,3155655.0000718,1293417.25688657,886223.819289067,3122491.84506763,2477810.23916794,2892507.53397782,3108141.03154942,3125657.02299431,1934895.19469532,2971548.74383586,3080999.11919578,2858943.51883492,2830262.93652858,489137.662556031,3045360.49560398,3240929.26490814,233368.683495369,3049971.12864268,484480.070427154,2624729.23925909,2617487.71359222,3068615.26075782,2784819.75657238,2229214.57763251,2827934.63811023,2599321.8569901,2753661.03459148,1684000.1204479,2788338.10018891,407496.475205766,2570884.40237198,2329373.60473271,2568618.42650592,2420563.95864421,1684286.50024553,2476170.70349423
,,244.1202,2.94,,2370876.64155109,2478700.82009052,1012527.73233539,2609540.87761014,2652466.03568233,2609626.60922236,2428901.86556236,421455.446472155,409610.128647016,758530.617763303,1439851.23001027,2593592.52470812,2618899.02968725,870059.526305115,2694064.18564452,2730652.08272626,702282.061636242,665803.918270445,2689717.95905784,2537218.46150421,2716674.67822914,2652168.89861324,2577500.79287188,640349.594070325,728505.813188684,2603160.72380583,609408.314887096,776345.980419649,2777504.0602807,2714690.03124718,2544167.24401455,2546710.37898628,798891.123930366,825752.079785475,826367.369103681,347369.46041333,668048.360517716,606799.763792637,762732.766150698,2736718.51356186,946829.883053371,2747782.07530959,2684388.70357009,683777.703544833,2638433.23027739,2514534.71217247,475705.115406178,441263.400542349,621506.109169229,2614590.53341926,450094.140839993,775078.876067888,721884.084719902,205717.748214665,836065.374696632,694302.219791295,2646070.595951,807181.409825916,484919.434324323,112292.321100714,51421.9218857536,2661696.76520538,278855.260684503,529674.101211253,229992.355730199,277689.591924966,562005.073326328,596003.415237885,2523663.9797798,1105049.11130113,487325.146863382,2596931.88690256,3410178.79814865,3327151.21706839,3339126.54371226,3282017.94664085,3070357.97834931,3293350.44876787,3253203.76365945,3219690.59397615,3259558.85553871,3362451.42057746,3249356.97632915,3151513.70461331,3191699.11860416,3158739.94612191,3202354.32171095,3288594.34207684,3217510.55408013,3149308.49642739,3180410.04416388,3089162.04946272,3069464.71219505,3231173.59344296,3131164.32827667,3013566.49186724,3140418.98712855,3062624.48885285,3042571.29834255,2862932.82442557,2956233.27331004,2773995.75110939,2818303.79878471,2927822.98403554,2973419.66281019,3084081.15392703,2992985.04177636,2794253.96852073,2888258.86505022,2898876.80577594,2885969.91303496,2853754.62430243,2938472.88194117,3001629.30921081,2960558.69864103,2930916.89554022,2836241.00974413,3180551.2023146,2836280.97587666,2885088.11755487,3085906.07864616,2983515.91407281,2999486.73505734,3116810.54698536,2823184.55668643,2867740.34783893,3007552.46099119,2773883.71642664,2926342.56469303,3012716.05906839,2947930.45536564,2932469.60451628,2964457.88864341,2931073.33633589,2981380.43355586,2998177.7881478,3036670.09466397,2653012.54404785,2958074.70661411,2933085.08257629,2976287.48477663,2947978.91075256,2943405.02433332,3069379.24685435,3520340.08851361,3539688.67299586,3484815.23020905,3466847.0435702,3446412.2753743,3350720.63922726,3355662.89145551,3509289.53014074,3369852.98324183,3317343.43910846,3441662.96009796,3417590.30841053,3336589.98635651,3317491.33988105,3326801.2244773,3392489.83793122,3475592.16578257,3457528.80150693,2993437.9301146,2944229.88819312,2998608.73464725,3040149.98207573,2981012.12483607,3040209.77798501,2985733.73394166,3105883.02778778,3042992.45583523,3242158.86669635,3301968.26335995,3227203.06895115,3272967.48864658,3199882.70747739,3230696.64305577,3212405.42953984,3302515.32929697,3210296.16737961,3187555.38480455,3419749.96749154,3186251.77251228,3195891.99735974,3186942.7101347,3128344.93547509,3133360.19868249,3151033.51312189,3177235.17818414,3360071.34726834,3366921.87994285,3371588.36456945,3419465.19560732,3396026.55701077,3331404.53132627,3209656.04839186,3368079.40471659,3278900.52279527,3105935.36637549,3190378.60376845,3257012.83285993,3159428.76310464,3192756.7745579,3137200.55399961,3135409.49295793,3086130.45775901,3176327.02537506,3114128.7829564,3253485.68205309,3390340.02633174,3292957.36430891,3376183.70394808,3306786.06774759,3234413.49104189,3312432.49027661,3287223.28530907
,,312.2105,6.75,,,,,,,,,,,,,,17733.7498218536,19493.3554710084,,,,,338863.563522399,,,251596.958096656,259680.655775743,42575.7404102476,,,,920058.702341829,,,2199146.8375318,2190025.65152892,96132.588201294,,,,19217.2339926911,,,31103.9339069825,10222.0391612549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2847588.34266949,,,2813850.19392021,2828334.48781275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3111798.18107808,,,2987618.12931816,2938177.46966524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,140.9518,14.69,,1501237.59636597,3475379.10294137,2486868.77979565,1637778.71930859,1546322.58737891,1731670.02075977,2344655.98011808,3396680.39553396,2288197.61385546,2131826.66818449,2469030.82742569,3289997.24879609,1730669.49300296,1916468.3706536,2661954.46411965,2294757.56231597,2447843.46585665,2208973.18741149,3281366.19013718,2081333.36612579,2183378.62807832,2035126.9193363,2091972.03306997,2127093.91695512,2080730.64422476,2279887.73590529,2287263.63788458,2323794.29109157,3293202.15170521,2125289.38095542,2227248.05797868,1514193.72396207,2098988.0821473,2086967.14884785,2159478.59742122,3230713.51134802,2505822.71342888,2467860.81762639,2184881.58221738,2096992.29051904,1429046.14938921,3521040.95032274,2321313.41758028,2332162.59643662,2057670.23181727,2183502.96098251,2171238.13822397,1948123.85365947,2248606.87697849,1974745.79041256,2028103.47604111,2255978.65703153,2011235.1399213,2256642.26372168,2233728.03461788,2043256.53494223,1266320.03227929,1396799.90477148,2345854.05255171,1418568.27979531,2179722.02867764,2378129.14081228,2235250.5820359,1846648.45017404,3030529.63128922,2232634.21145712,2038633.99569048,1580741.70208808,1743821.00270626,1775706.53737945,3199907.32454612,3137960.01512606,2816354.23058079,2652598.17951411,2574254.26167625,2736803.78218291,2715932.67229576,2642650.77670624,2672552.13630611,1329954.95381542,3284667.6348347,2636344.23990957,2919239.28085714,2528503.30542379,2496213.71221967,2471287.36611673,2627146.47405095,2630726.6064599,2423370.19538006,2479821.72060317,2539592.03960153,2438364.68222597,2517778.10307741,2584563.91777387,2552845.07068782,2638169.71590453,2550087.21507697,2574243.2697307,2633277.53692316,2483060.4635446,2617757.89737773,2562807.43077492,2574101.04149823,2513789.78166763,2626889.42634869,2437389.52288991,2562843.12037697,3259938.93735832,2518071.12638182,2511900.29212463,2427644.32859597,2574726.20863858,2535973.27988482,2508877.02196986,2598333.80309257,2446524.61038347,2667726.16791276,2499730.89372166,3183688.10493281,2565267.35929278,3170496.39284903,2396649.0772549,2562498.47825629,2523792.55741212,2553089.16196597,2594428.48871357,3284143.85888218,2885818.37054608,3358302.43777322,2457659.28521099,2601345.89895643,2471567.07875979,2450485.2658504,2504742.8671344,2589049.5012735,2460405.2573648,2488902.79721488,1727555.00810253,2505864.04789264,2442256.99435237,2372764.33114032,2519227.65264229,2384319.45215764,2409926.24423701,2843773.37768469,2915281.12354354,2782585.53879184,2960488.52179188,2882226.70402399,2803338.14169472,3492351.23829532,3629009.53942952,2910675.06380185,2875190.09299864,2987710.96660669,2852521.13079465,2893762.29352739,2896289.52652158,2910934.39584978,3449288.73608874,2938313.29144675,2886677.54574896,2777302.42629043,3661801.22757544,3668857.76126877,2861555.33281896,2920937.90186617,2929102.28513911,2848528.00722148,2901757.99001332,3503696.28449684,2926743.04175229,2761172.3708557,2960307.96897493,2749140.84545906,3534479.97093043,2929289.57697151,2989502.65931657,3001796.71769673,3793255.74414477,3847421.83154679,2945776.62994925,2951513.02535243,2981409.27115748,2933685.89582241,2965200.91933066,2495143.5846739,2885878.00939448,2330457.79412563,2971750.94966215,2856671.22986311,2856318.21781072,3834908.53517601,3001642.97531283,2997244.93798617,2819990.30713483,2941054.10022784,2973947.90450915,2809606.1489527,2966926.421259,2922322.31544867,2816734.11366551,2781265.0268675,3587099.29159795,2818355.94694223,2827428.92223501,3740956.82754582,3800701.18467016,2917786.48884734,3048674.8860205,2806303.14297764,2914886.2336417,2952822.56827409,3453504.01208312,2924583.30187189,2861367.03750605
,,348.1247,3.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7624.66185684202,,,,,,,,67826.3044291687,64708.8056542817,86693.3167415161,21653.1758962401,,,,,,1427485.98710968,1378409.85122531,1348676.07497705,19793.0108511353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2426909.02822538,2475211.96731647,2386561.11765243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2828030.21340642,2665282.14321464,2799232.355646,
,,210.1364,2.41,,1852398.4501186,1773204.825733,1944360.58085303,1918340.91499692,2082823.3176003,1874174.09480149,1873381.75437483,1870614.29491045,1950670.63982714,1766526.72615018,1935606.15264803,2131424.5047127,1986394.45780932,2310621.83271282,2099258.79882838,2477853.06116333,1916068.13487347,2711458.93007951,1959271.69918024,1838252.76395138,2561622.83053256,1974361.58210669,1890393.47926529,2372122.38294948,2799374.02386951,1959694.86150928,1985989.41957654,2034481.35897655,3064929.26458191,1986677.659884,1801068.09187846,1799562.44987512,2383428.18324447,1792095.83952716,411693.073558608,738637.621894534,1744393.4260005,1509998.85544206,2440165.70633917,1921373.62468236,2085758.66412555,2019994.25444444,1943429.44661653,2076205.48508946,1857664.47405512,260260.901012027,2172632.23660628,2365010.54187069,2192112.03250635,1840923.22358821,1928892.19893599,1862772.52255223,782033.017423414,1887824.86641602,1734940.90857651,2305448.21789955,2168046.89685686,420954.403963122,2068216.78218237,1186280.04476082,1980204.98431628,1946363.70788208,400856.970954509,1867849.65532251,2017660.74209765,1874237.42646338,2121729.16134922,364019.375383672,1815539.45193313,2415578.65490422,2035697.69452741,1812504.16831385,2464405.58077472,2311104.37740733,2227349.30629502,2244109.20904583,2204339.75779662,2220389.62667652,2250752.5482613,2174504.0571829,2440639.76872664,2300546.7601357,2123414.786607,2074965.96915815,2249531.44335349,2209376.03794977,2141789.52635625,2131813.02241312,2076876.50299816,2115136.34215601,2205396.29535831,2228241.90563268,2180519.50254553,2284360.80388793,2103629.71584392,2127399.82380067,2064658.11617566,1986459.4278777,1965292.75266767,1925730.32501037,1975899.26204417,1886393.88102886,1894312.57249395,1952160.83920262,2037102.95704135,2024922.51963463,1946357.53189023,1813784.5906372,2190424.85204824,2012004.79824403,2053067.51405609,2003390.94938459,1996207.96834903,2038050.93562636,2072372.87340739,1957783.13006608,2142596.68703065,2376997.62409737,1976836.6837757,2043258.56672108,2166499.30553266,2188766.28788387,2242830.86304393,2138263.50626804,2037657.14461654,2044297.88442369,2227341.65821664,1994041.59588721,2285775.06679273,2144217.50718382,2301101.63340247,2126510.32362233,2135773.95079648,2053625.34398446,2218193.11340451,2427013.10218304,2446510.24943395,1877764.30102064,2173304.56973961,2161416.35971924,2183985.77343902,2196884.74703419,2160947.06690597,2120054.02096896,2723086.00940341,2653195.01361669,2592177.7180253,2557198.03804388,2546493.85087287,2716825.90066632,2478006.82860509,2599802.24172192,2557151.08435162,2582978.7350892,2507434.64786913,2514640.08362211,2509315.28788383,2470668.50187257,2653097.7370387,2584143.39023281,2501393.42436055,2438946.37289188,2088966.81203093,2096600.24704095,2161228.30783114,2072692.01409521,2141771.84655211,5707205.11668034,1998946.36479411,2117816.03677411,2076158.51322541,2310578.79639509,2387937.30815412,2602629.7656755,2325749.96653167,2329788.70923145,2347794.98973445,2246834.56261343,2414313.48442172,2319685.17605612,2331886.28854069,2529778.63058391,2350076.83549753,2468585.85879784,2314361.60182289,2201006.82715856,2218155.73307591,2365090.95651021,2205465.8111217,2504168.56149995,2501738.07357708,2733770.24800377,2394376.93817456,2473633.96953419,2465220.77344283,2369593.69672316,2451740.17406977,2471290.04099187,2358371.2244433,2472090.17256011,2385713.95144227,2341870.62708455,2311495.82270531,2240149.80372602,2151427.50748629,2179275.0987486,2360569.84656311,2451050.19557248,2471048.56424692,2806130.46762827,2540930.65757046,2757886.92280432,2501500.81130023,2369340.94272331,2678875.78292352,2549655.06008081
