"Compound Name","Formula","Mass","RT","CAS ID",D1-2X-P2-A1,D1-2X-P2-A10,D1-2X-P2-A11,D1-2X-P2-A2,D1-2X-P2-A3,D1-2X-P2-A5,D1-2X-P2-A6,D1-2X-P2-A7,D1-2X-P2-A9,D1-2X-P2-B1,D1-2X-P2-B10,D1-2X-P2-B11,D1-2X-P2-B2,D1-2X-P2-B3,D1-2X-P2-B5,D1-2X-P2--B6,D1-2X-P2-B7,D1-2X-P2-B9,D1-2X-P2-C1,D1-2X-P2-C10,D1-2X-P2-C11,D1-2X-P2-C2,D1-2X-P2-C3,D1-2X-P2-C5,D1-2X-P2-C6,D1-2X-P2-C7,D1-2X-P2-C9,D1-2X-P2-D1,D1-2X-P2-D10,D1-2X-P2--D11,D1-2X-P2-D2,D1-2X-P2-D3,D1-2X-P2-D5,D1-2X-P2-D6,D1-2X-P2-D7,D1-2X-P2-D9,D1-2X-P2-E1,D1-2X-P2-E10,D1-2X-P2-E11,D1-2X-P2-E2,D1-2X-P2-E3,D1-2X-P2-E5,D1-2X-P2-E6,D1-2X-P2-E7,D1-2X-P2-E9,D1-2X-P2-F1,D1-2X-P2-F10,D1-2X-P2-F11,D1-2X-P2-F12,D1-2X-P2-F2,D1-2X-P2-F3,D1-2X-P2-F5,D1-2X-P2-F6,D1-2X-P2-F7,D1-2X-P2-F9,D1-2X-P2-G1,D1-2X-P2-G10,D1-2X-P2-G11,D1-2X-P2-G12,D1-2X-P2-G2,D1-2X-P2-G3,D1-2X-P2-G5,D1-2X-P2-G6,D1-2X-P2-G7,D1-2X-P2-G9,D1-2X-P2-H1,D1-2X-P2-H10,D1-2X-P2-H11,D1-2X-P2-H12,D1-2X-P2-H2,D1-2X-P2-H3,D1-2X-P2-H5,D1-2X-P2-H6,D1-2X-P2-H7,D1-2X-P2-H8,D1-2X-P2-H9,BG-2X-P2-A1,BG-2X-P2-A10,BG-2X-P2-A11,BG-2X-P2-A2,BG-2X-P2-A3,BG-2X-P2-A5,BG-2X-P2-A6,BG-2X-P2-A7,BG-2X-P2-A9,BG-2X-P2-B1,BG-2X-P2-B10,BG-2X-P2-B11,BG-2X-P2-B2,BG-2X-P2-B3,BG-2X-P2-B5,BG-2X-P2--B6,BG-2X-P2-B7,BG-2X-P2-B9,BG-2X-P2-C1,BG-2X-P2-C10,BG-2X-P2-C11,BG-2X-P2-C2,BG-2X-P2-C3,BG-2X-P2-C5,BG-2X-P2-C6,BG-2X-P2-C7,BG-2X-P2-C9,BG-2X-P2-D1,BG-2X-P2-D10,BG-2X-P2--D11,BG-2X-P2-D2,BG-2X-P2-D3,BG-2X-P2-D5,BG-2X-P2-D6,BG-2X-P2-D7,BG-2X-P2-D9,BG-2X-P2-E1,BG-2X-P2-E10,BG-2X-P2-E11,BG-2X-P2-E2,BG-2X-P2-E3,BG-2X-P2-E5,BG-2X-P2-E6,BG-2X-P2-E7,BG-2X-P2-E9,BG-2X-P2-F1,BG-2X-P2-F10,BG-2X-P2-F11,BG-2X-P2-F2,BG-2X-P2-F3,BG-2X-P2-F5,BG-2X-P2-F6,BG-2X-P2-F7,BG-2X-P2-F9,BG-2X-P2-G1,BG-2X-P2-G10,BG-2X-P2-G11,BG-2X-P2-G2,BG-2X-P2-G3,BG-2X-P2-G5,BG-2X-P2-G6,BG-2X-P2-G7,BG-2X-P2-G9,BG-2X-P2-H1,BG-2X-P2-H10,BG-2X-P2-H11,BG-2X-P2-H2,BG-2X-P2-H3,BG-2X-P2-H5,BG-2X-P2-H6,BG-2X-P2-H7,BG-2X-P2-H9,HK-2X-P1-A1,HK-2X-P1-A10,HK-2X-P1-A11,HK-2X-P1-A2,HK-2X-P1-A3,HK-2X-P1-A5,HK-2X-P1-A6,HK-2X-P1-A7,HK-2X-P1-A9,HK-2X-P1-B1,HK-2X-P1-B10,HK-2X-P1-B11,HK-2X-P1-B2,HK-2X-P1-B3,HK-2X-P1-B5,HK-2X-P1-B6,HK-2X-P1-B7,HK-2X-P1-B9,HK-2X-P1-C1,HK-2X-P1-C10,HK-2X-P1-C11,HK-2X-P1-C2,HK-2X-P1-C3,HK-2X-P1-C5,HK-2X-P1-C6,HK-2X-P1-C7,HK-2X-P1-C9,HK-2X-P1-D1,HK-2X-P1-D10,HK-2X-P1-D11,HK-2X-P1-D2,HK-2X-P1-D3,HK-2X-P1-D5,HK-2X-P1-D6,HK-2X-P1-D7,HK-2X-P1-D9,HK-2X-P1-E1,HK-2X-P1-E10,HK-2X-P1-E11,HK-2X-P1-E2,HK-2X-P1-E3,HK-2X-P1-E5,HK-2X-P1-E6,HK-2X-P1-E7,HK-2X-P1-E9,HK-2X-P1-F1,HK-2X-P1-F10,HK-2X-P1-F11,HK-2X-P1-F2,HK-2X-P1-F3,HK-2X-P1-F5,HK-2X-P1-F6,HK-2X-P1-F7,HK-2X-P1-F9,HK-2X-P1-G1,HK-2X-P1-G10,HK-2X-P1-G11,HK-2X-P1-G2,HK-2X-P1-G3,HK-2X-P1-G5,HK-2X-P1-G6,HK-2X-P1-G7,HK-2X-P1-G9,HK-2X-P1-H1,HK-2X-P1-H10,HK-2X-P1-H11,HK-2X-P1-H2,HK-2X-P1-H3,HK-2X-P1-H5,HK-2X-P1-H6,HK-2X-P1-H7,HK-2X-P1-H9
,,447.3431,11.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40243.6130883791,6189.51118849173,26253.2197442625,15338.4604077147,,4196.89721731561,,17437.3037775881,,,16489.9262940671,,,,25740.3193791502,,3672.7412252198,,,21315.6903863831,35566.9373767546,,,,,4035.95618566896,,11370.9852609556,,,19901.2817038574,26490.4804270096,,,,,5479.24750115962,,,,33908.4157375487,12067.5175717618,,,,,,,,,,,22738.0729760744,,,,,,,,,,,,,,,,,
,,303.2918,7.35,,8618.00555593873,12316.533947815,9610.9561921234,,9406.99585031134,8436.06079760744,10513.8852811737,10292.1506141357,10171.5956888733,9753.8346968384,11671.5921470795,10971.2771144257,8174.81661022945,9872.48133695988,12235.2220648499,11735.5242190247,9186.47645190426,9981.66658712774,9293.73505570979,12092.0140349578,11885.0811166229,10385.6119439392,,8772.53938327027,9825.09206909177,12384.6849186859,15812.9873489533,12369.946913086,10599.720396225,13827.5867949829,9108.16623680111,11433.3103318176,10549.6398354949,10145.548417694,10982.2665528259,9094.73026492307,9395.06841128537,12328.6344891815,8614.12637228392,9897.45817639162,9608.04180670165,9452.85611245726,10553.2860455017,10689.9210044251,11402.867877594,10934.6441976929,12019.2257045288,13259.7424880372,11523.0795322876,11681.9291563415,9847.31568072511,10217.3539053955,12424.6454230956,11236.8680171814,13096.0485325928,10664.0918942871,32247.1033656006,9151.32266047666,9689.77015576172,10265.2107161713,12074.5081271667,10087.621673584,11939.9681341401,14762.0346235504,12238.6109534912,9982.2835215454,14898.8900878296,15251.0869047394,10071.2963762512,9347.40348143007,11438.1196411133,11123.1505715332,12439.2471268158,11149.1129345398,11318.5079092407,13022.6643984833,,6245.66142967226,11048.5045641937,,,,,,,,,,,,,,,,7017.15647357178,,6982.53321020508,,,,,6864.63595005795,,8687.61145745848,6873.83602700807,,,6311.18985765076,,,7037.40190615841,,6682.58403961181,,,7314.26138702396,7421.0684297638,6932.31149331663,,,,7383.61958222963,,,7651.15549548341,,,7296.2377768249,,,,17018.0211819763,7678.54646492,7420.33989486688,,,7414.52178918458,6861.33769226074,8056.48145799254,7738.99776850893,,7845.86425079346,,,9132.38180364229,,,7435.45189352414,21463.113621582,28402.6688820113,31229.5501834413,32311.2007078551,31716.5950209654,32585.409937439,26133.8076558534,26274.1834586182,27240.5438311004,24265.6137068481,15664.8349373474,20110.790460144,31649.1468606032,24259.1672807159,26972.3588913575,22175.4175994416,23637.8301422195,16692.5293276063,18176.7227885818,15932.8859283752,21423.8169264222,16177.9762753906,23896.0957875213,18227.8684493408,23314.8515441589,19672.3045114746,15250.2225890502,23156.8512283477,26865.82766716,19016.4166214828,27437.7296466066,27591.4842447204,38367.2592131729,24319.1122068176,25234.0904655608,28805.3395398559,28029.6942239075,24904.5867693634,27990.7797347719,27027.5318596649,36128.416343315,27717.227205078,27080.7015300599,21497.6311900635,16930.5005802307,26372.5502308348,20040.93135083,19629.6748220825,28866.6023452758,27031.4481429902,32461.9123270874,34446.4864867249,42453.3081943054,51470.2879463807,22563.2587318726,24889.30675,20502.4927244492,28752.5948171997,30794.862776352,21457.1887582473,25312.7871362915,31847.6955058899,21287.2324260864,22840.4744414978,17461.3703792877,19107.6633126679,39353.2974752349,31005.3121056517,23320.0215688628,25871.1370221862,23130.5883562623,18172.3019483947
,,155.0949,3.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42071.3209073182,57688.7167301483,,,,,,,55616.7435699006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,435.3095,13.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37375.0294164045,39908.3076600946,39720.4729354857,34263.9207270508,41707.7847546384,39966.9169691163,39399.7147354277,43726.267052765,40411.1833920291,39696.0285975492,40375.7258670194,39159.6860831906,40643.833343643,43316.6263930361,47614.9831990049,41260.812166153,40416.3773976744,33173.6076686552,36347.6356336211,34232.2154378054,39952.3554240876,37863.3080518802,39133.6355811917,32157.2146747286,37983.699564148,33505.9788912967,34838.2818570555,32801.825429077,36931.0743988035,36692.3612100221,38728.3589772946,37827.0517497254,39817.1149698488,37624.4777052001,38563.4279491576,43313.2792031328,34857.862142029,38779.3165791933,40893.5560078584,40123.5434368283,38432.3641401059,40103.0013825072,40206.7111970213,39447.4644909671,37737.7088995208,34553.7854253387,38061.800208618,36030.4870567628,41986.2331050418,40693.6556222385,39683.186784073,43285.432888916,49434.2656854629,36716.7000240786,32986.3348182679,37986.2106022342,33296.5168340453,39859.654447174,38636.2085414579,36909.4269386906,36479.800538147,35984.739279785,37597.4674931948,34583.5151277387,36397.0383611297,36968.7421493379,37076.7747973026,38727.9606582644,40760.1757872618,36419.532970352,38818.6408344346,33850.6175871279
,,481.2823,3.18,,,,,,,44843.7281012421,39499.4980843506,50034.5914497529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,490.2361,6.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55029.5965684512,56437.5230386354,59834.5519819871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,226.1311,2.00,,472276.732336396,441956.088546663,437379.236405983,454018.575357126,409888.614355208,430886.377465668,440861.916178607,443231.284594219,407888.956525542,526625.010709135,480360.267310829,501084.203844479,471676.774010664,461779.98573556,464443.930885589,508977.888742258,490199.004604582,430351.22123825,477665.994806548,454964.638360719,428684.190323636,435211.656635556,419728.050342633,399407.659170777,454699.853475228,417275.720713039,424968.128587867,478996.169234574,437867.339518861,447452.343059635,408493.266718627,426654.371706574,427685.532049059,442537.993871369,432682.605824057,416812.883056716,512724.216513978,463110.639061423,506469.803495545,475281.014807966,460138.959000276,450217.960494141,497068.17586142,445509.27459802,470125.69564764,493463.890313061,474614.939163148,,533623.519946807,477385.173402679,472836.230405823,423968.981566712,449083.902063355,439646.597884079,483375.881425484,486145.119574164,297265.632653168,483926.543197111,,465881.617235263,407033.288955763,469959.770763123,491746.911886582,457349.354746248,467884.201214997,564730.296121156,485412.404497311,354051.034632952,,493214.774037712,491913.096433778,506298.33308084,453834.3169352,495742.581524688,445021.236652637,485643.828184394,613263.586170433,553238.354736885,571026.585249391,539756.692196436,513470.544896317,520006.592414306,539961.041471168,506278.984301317,529310.741070999,551527.962519518,462488.929818623,447363.984951377,473921.256946115,448539.778981416,448446.980966889,454276.710009435,424646.10643876,446621.146522564,475322.130225347,419138.600479981,419270.402556045,475553.184712625,425866.707369994,405733.887071235,421310.976067161,401708.620168349,391911.589251846,415146.790729094,380420.72056392,376355.933194365,360434.005658293,369782.584772726,352868.729005736,375703.597877706,375137.218181977,342836.687298721,422952.760569566,369158.989442354,391959.156031356,375078.2885448,380613.181722739,373751.892321032,387271.293074808,356854.900226845,371964.894796553,498545.254499542,364344.543234833,396198.469998313,432838.263354973,417075.595854525,379863.095049483,39001.8391704992,351115.794180109,370468.843775807,485839.625004456,407409.962611734,444238.056162697,453643.900208106,431104.553976369,400618.287322725,415537.193581626,422760.059851683,426868.004965638,493882.386590897,498504.064774829,406565.217197713,472034.153983825,459217.43950255,463123.111997238,483499.683929187,450730.523115937,479986.162427399,377008.406139434,417274.010187385,446520.57548564,413885.6084469,424046.400840526,418968.218710761,381853.142443279,424648.035300107,45163.9658036911,224392.966390825,421477.623468303,168140.776972213,412649.826709617,381094.830485249,420337.467874389,403117.111843598,410166.348224225,381554.721482301,435747.505460993,190006.947812882,424527.93746779,398513.573553289,382089.025504151,374256.509971053,410193.46855082,379527.670048648,410441.374531587,365845.019968967,413532.15958405,136537.386693736,356148.913233,350096.141217528,401598.570090933,354430.624973468,417248.397416611,172593.846057597,390869.443411768,388770.557682547,425670.970035004,178247.170935772,404007.324671815,291175.827680481,179302.534830462,266075.752066087,128184.4253505,397893.535693242,98605.4928302654,394876.928317687,425287.99599939,379195.952557482,378931.340329485,39597.6951031494,384233.699926981,145856.897022503,383199.173388749,52955.0276033325,401832.758677917,464764.58882554,190242.825303767,53030.6120446777,387881.385678198,398681.278888367,409652.190692065,427471.671676053,423288.218574372,410444.136763001,254575.825294891,431644.506208302,406126.959333796,410774.597022187,399793.028503418,153033.352866669
,,231.1258,3.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23125.9894337117,36985.1152686768,,,,,,,33348.8743003235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46336.723291565,52497.7561520691,,,,,,55846.8644039765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39153.1114986496,42786.3665899277,,,,,,36303.9391728821,,,,,,,,,
,,519.3256,2.58,,27828.8713066405,22178.5334717102,22857.3737332764,24019.7671806793,25826.2639004211,22993.13825737,26968.1769080811,23527.4118306426,23274.6704244538,23721.301040161,17015.1602020569,19226.1941628645,22651.2944978484,21690.4996311798,21796.2464992217,21896.4059215239,22394.7686841126,19707.8560504303,19040.9172397003,20867.3122207032,17650.7997600098,22140.5580274658,20041.2829072876,20152.7164933776,21013.5445951386,19813.4058969421,18881.8247820739,19037.1999206543,19876.5337694092,20674.3037823485,19124.7147397232,19639.3937702942,20390.167581543,18994.6975759583,21264.3715755615,17605.9091005553,18988.5953958435,18554.188125824,17774.3475725861,18413.3140227051,17345.5627926636,20978.3318933716,19075.0364404907,17362.9229510498,17863.1984501953,18312.0112841492,18086.4035160828,29044.4923052901,20927.375214386,20425.4042234801,19125.8247827759,17698.6184937439,18896.0686242371,18916.4939107361,18126.5731655578,19266.2925856934,18583.5960241698,19461.4316768799,20526.7503674468,22037.349719345,21187.0582402039,19530.3887481079,17556.9680507813,20292.3040368653,20777.1225823058,20143.2761257477,20539.5162113953,32645.5181234742,22012.9047705841,18899.8774842529,18664.041125885,20372.1474841614,17936.7892413102,21343.876836731,19756.1201281815,21568.5877549133,36104.5533152161,28884.1539837342,31664.327149292,31171.0047416688,30644.7237174377,32474.3444474334,33383.0441491699,29533.468235321,34278.325139801,32001.8971984177,22655.0926506043,27212.4481535644,27526.1494647217,28677.5895006179,29299.8453331909,28029.271240654,26395.4495601197,24377.2523166504,25594.8278082733,22575.0020218506,21276.4297089844,22902.6394115296,26457.1026495207,25500.8857679444,23574.713123703,22604.4379086609,22615.684162262,23076.4644785156,22809.3093130798,22099.7432991944,27118.7466145019,24453.8512763825,24998.7974256592,23833.535449585,20154.0632044983,21335.9032897949,21761.5667547608,25720.6865331879,23300.8594781037,20850.9774380036,21839.9747763825,23950.3789841613,21749.0488872375,25041.99390802,25607.5218838348,21323.7387698365,23889.005194336,23632.3666439743,23700.8026593934,23857.9655120698,25203.9268760682,25258.3758505859,21559.318910141,20034.1425610657,22678.2379213028,47968.9326237031,26417.0133128355,23419.7887334595,22252.2510196381,24561.208130905,23898.1006069184,22728.1949404906,21884.1333688813,23094.3903704224,22574.5639526368,21676.1196755982,23647.217817627,27449.7436807709,21405.0188320313,25107.977940506,22670.8702179566,23327.8075710753,,,,,,6174.51322521972,,,,,4720.06420678712,4560.10723022456,,3918.79985632322,4937.74760559083,4449.38250970455,6476.38308947755,,,6335.13095230099,4469.36844921877,,6093.17827488708,3466.99861065674,,,,,,,6633.75541625978,,4451.11035121153,,4796.84684692384,,5984.45081179813,,4346.49098583985,7500.93516110224,5663.72438378907,4339.44570629884,,6053.0999368744,,5114.34375695802,3217.49960009764,3891.97579440309,,7909.00054275511,,5496.20784851075,6647.70095660399,3672.44539282227,6513.10087927248,4129.52978686524,3876.03710241699,,,3167.53985467529,5599.08374652102,,,,3151.80878503416,,4027.38742071533,6603.98547264099,,5491.47511614986,,
,,1024.7604,11.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53739.7808572385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47043.3325858763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,484.4235,11.71,,,,15241.2509179231,,11902.8555102538,,,8891.82410687248,11962.6967071381,,18233.8722098388,17355.318979248,10011.4941817475,,,,,,,7920.62418402097,,,,,,8799.49919824224,,,,17448.0765543137,,,12029.473737671,14681.7298722534,,,,,,,,,,,,,,,11167.0638175508,10290.2512181396,8566.86633268739,9686.26208148202,,,,,8502.26306656648,17036.9274244384,,11096.9145359191,,,,8113.84820997626,15440.047810959,10909.8451628875,18960.6546229551,10814.4382701415,,,12884.3777910216,9910.34797976696,9214.87793170163,8175.11685589598,21597.169066803,11379.7831553878,58539.0599418332,14472.8086758729,38905.102632385,28425.2483176577,29147.863457245,39994.21916967,43694.1777352598,30813.7859320222,18696.3274400026,37206.1205657957,17966.183331024,31272.4325713957,30028.0118958129,29787.011305313,32921.375076004,26450.437375305,23144.3809896241,19610.681466217,16985.7298341982,11630.575286499,34032.9788675383,16422.7021191561,9822.10260101324,23359.3626188356,21491.3066357421,27319.765964508,16396.3497643129,23220.359646202,17876.1220070494,20890.1173449096,14917.025441391,18698.4381535033,11526.8351488038,10395.4822635499,25760.1932980039,11561.6471548462,16219.3820244141,10617.6672746278,29911.5799599609,18132.4483802489,30859.858011383,11564.2694740754,16206.0382874451,16282.0516762848,9676.77111108401,16146.3257974245,21779.7026198731,14033.4598136443,21502.9242984925,18990.5650629881,14791.3102068175,30427.4630572817,16394.2565940555,24366.3840876465,17526.8793710634,42406.1724332883,25276.9128408203,32143.5302236179,23992.4034217682,18948.0402086183,20041.7455746458,32325.309668152,21135.6773997345,35922.2210181885,19402.6548798524,30641.3464817196,37663.5451617053,22311.0221161194,19441.1107250977,27798.7805905152,40495.5899526978,31609.276443634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,218.1052,2.29,,37425.5177913209,40743.152697464,38281.8450001985,39738.8900700074,35593.1147857973,39572.64043573,41563.3424478378,38623.1576348962,35760.4039992982,43277.0567103883,41919.2833981019,40858.407304535,42556.9727961425,41203.9562760468,46474.266188324,47659.1428167573,48128.768673584,41674.9018930665,36686.0344666292,42838.4192130431,38551.3081190797,42280.4654401057,40952.0521349641,38527.6577684937,43998.0227822114,37848.9981696701,40403.6388578339,42114.5312109416,43394.6483039551,42431.0614399107,36513.9652092015,40690.1668614195,37590.4037910309,41060.0597366463,39832.9173253106,40313.1385110169,45338.2427286528,43490.6935036927,40296.6176544496,44593.044253418,45565.7718771288,43620.7894639893,44711.328087616,43098.9659517518,46061.5571850587,46472.4172166748,43470.4955706634,,46845.9344326936,41651.0534293518,44640.8765656128,45441.0750455321,42853.1501047821,42409.9687393189,41318.4206187139,40269.5128953095,29378.1010655213,39437.8758140868,,43601.5861446381,39235.640354187,45210.5603129884,40952.1705270997,40562.0930863953,40890.132063812,44336.1897630616,41612.7776648713,32036.1685264893,,36767.568671692,40249.8351107941,46599.2353050538,43675.6327058867,42307.338468567,38542.6708072816,41726.6544783935,53256.2111926517,51141.4793096313,52863.3450379945,52509.8415844667,45025.5914513853,45502.1443962403,49129.5519004289,41616.3031290892,50290.7990079347,50978.8355155126,44513.3233189088,44568.2494479981,42469.1482998048,40734.2163813109,42363.2507268906,43556.2759979401,41797.0250419919,43960.1560096436,44168.8445915526,38816.3510962829,33953.0131647034,42203.3946145038,39161.9929694214,40586.8689333802,40488.4758174134,39806.1869031981,37665.4948315277,37782.0292800598,35862.8127308586,35154.3158527222,33679.0053762818,32712.4929274293,35143.4157228699,34742.7546220855,37121.4866429444,32591.3793188781,36004.5097934876,32871.0460837708,34992.3696347788,37098.7682223359,39929.1336719971,32347.8965653076,35942.62219693,37984.6866350098,32208.5613602601,40082.8419757717,36340.1390137025,35737.1472680054,38272.6866448365,38037.4146378784,37334.8075477906,36553.3301666565,38079.1630350648,35000.3720077515,40038.7025682882,41084.7956364442,42478.4397022706,38052.0726007691,38313.2842437745,36480.5776877746,42381.447927063,36243.4561543306,43706.8171006623,44703.6254244691,42279.9909658704,40906.3998395234,44282.9914429627,40609.8691386109,40187.1783522798,44716.8769491576,43612.5398339997,36006.0513923642,37641.8260283203,33982.5103198243,39636.0197942199,36451.2277921753,36149.7601906357,44560.9226673889,33132.3778509522,43163.6629871522,38680.6129532166,36562.4883575284,39698.6500554047,41387.3150753479,41208.4936962891,38721.4419299467,38952.6575660858,41247.8610509492,39231.7807360993,38313.7642908935,40210.0997034302,43839.0464181059,42926.0834827881,40159.7728592984,41133.7017846893,41721.4650994116,36124.3409502177,38289.6785861817,33753.5890581666,35545.1141932373,44185.9296411438,41273.9074139329,33950.3225316402,38447.2351579282,43199.9855991213,37134.9169937894,43477.8846467515,40689.9593577575,40294.7052063444,36245.0965635681,40871.2373075366,41457.8762193604,44513.5780939942,41334.4565223771,41492.575624031,42618.4784722291,37041.5792205658,37656.1133502197,39472.5352424697,40942.3154586792,43302.6055351121,37113.7733181916,38032.5759114075,39218.0037826997,36411.5057280271,37173.7578156739,36547.4629330178,43015.3599998627,39716.6832708893,40986.5708662719,40667.9313955079,44676.8568306275,40285.2798010251,42426.0883383484,40361.5874410705,39548.9622791442,41014.9681591568,38230.6462936249,38227.2859850464,43598.1640575712,40167.2502453003,40633.7246066285,40413.3609697267,36329.2507053681
,,683.2870,4.24,,,,,,,,,,,55344.181228654,,,45341.7043277244,56278.31378992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
