FeatureID,Taxon,Confidence,donor,conditions
7c104699e795bbf45f90fceac906e6b4,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,0.997882144002615,5,"BB,BG,GAM,LB,feces"
45ddc69a3fbf19ff4953211c157cb9ac,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__,0.999980041139638,5,"BG,MRS,RCM,feces,liver"
9e525f9df828ef9b13a3759a580ac619,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Dorea; s__,0.999877939529457,5,"BHI,GAM,GMM,LB,RCM,TB,feces"
547ed9d63f007845c48db64ef3e5aab6,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__caccae,0.727150320164746,5,"BB,BG,BHI,GAM,GMM,LB,MRS,RCM,TB,feces"
f55d22a8e61d493b7f4c5e3f09326add,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Butyrivibrio; s__crossotus,0.998802318489581,5,"BB,BG,BHI,GAM,GMM,LB,MRS,RCM,feces,liver"
cdd37bf6e8506dcc29118e052833081b,k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__; s__,0.755543528732517,5,"BB,BG,BHI,GAM,LB,feces,liver"
a7c8972a2597386f76b4aa82e337c6d1,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__; g__; s__,0.999503483706111,5,"BB,GMM,feces"
6c1813a68fa63a95abd1d61204b8837a,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__,0.728157379308818,5,"BG,RCM,feces"
5a50722683ef28c01410df9859095b71,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__,0.875433137777175,5,"BB,BG,BHI,GAM,LB,feces,liver"
bea2245c01baedd6d4a6d6e4e857f9f6,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Odoribacteraceae]; g__Butyricimonas; s__,1,5,"BB,BG,BHI,GAM,GMM,LB,MRS,feces,liver"
8d285f20c373b48b4e80c0f84937935b,k__Bacteria; p__Lentisphaerae; c__[Lentisphaeria]; o__Victivallales; f__Victivallaceae; g__; s__,0.999999999836078,5,"BB,feces,liver"
77dd3e288a6bb1b5c37ac6630fb50872,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__eutactus,0.999998016285253,5,"BB,BG,BHI,GAM,RCM,feces,liver"
b5bf9b4ab6cdb47375210825e00a653c,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,0.979227933518451,5,"BB,feces"
6b2ddef408d50cd0e2dcf59cb7c65dac,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__RF32; f__; g__; s__,0.999999999997016,5,"BB,BHI,RCM,feces"
c0a8f5074b73b0648d1a21b1f3d8ffaf,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__02d06; s__,0.816968334253191,5,"BB,feces"
a9e2afd4297fd011649a216315249232,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__; s__,0.995955086264761,5,"BG,BHI,feces"
2d41907ed4c06ed91a5d28cf003315e8,k__Bacteria; p__Cyanobacteria; c__4C0d-2; o__YS2; f__; g__; s__,0.999999999653866,5,"BB,GAM,LB,feces"
883b586b675d89530ca639b5062b6fe0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__,0.999948912480108,6,"BB,BG,feces"
